,,Author,Date,Rating,"Rating Delivery Service","Rating Product Quality","Rating Seller Service",Review,Version,"Oversea Shopping",Region,"Picture included",Photos,Videos,"Profile Url","Review Url"
11,,geraldine333,"2023-12-28 03:19:57",5,5,5,5,"My 3rd order. It's complete, and I am super happy. I will definitely ordering from this shop again. Thankyou so much louvs",,no,ph,no,,,"Rating Total: 25; No Stars: 0 reviews; *: 0 reviews; **: 0 reviews; ***: 0 reviews; ****: 25 reviews;  With Context: 19;  With Image: 3;  With Media: 3;  Local Review: 25; ",https://shopee.vn/shop/1040638289,https://shopee.ph/p-i.728816559.22886546644,,
12,,melxxaaa1122,"2023-12-28 03:22:47",5,5,5,5,"Fastest delivery!😁 Delivery timeline is only 2 days. Got a 5 pesos discount coupon and colon detox gummies. Hope it works for me...........",,no,ph,no,,,"Rating Total: 25; No Stars: 0 reviews; *: 0 reviews; **: 0 reviews; ***: 0 reviews; ****: 25 reviews;  With Context: 19;  With Image: 3;  With Media: 3;  Local Review: 25; ",https://shopee.vn/shop/1040745869,https://shopee.ph/p-i.728816559.22886546644,,
13,,jokelisa998,"2023-12-28 03:24:05",5,5,5,5,"I have a really bad gut health and I was desperate to get any types of help sgdusksn I fortunately came across this product as I was searching for fiber supplements. I hope this one helps me!!

It has a sweet taste as well 🫶🏼 (no related media sorry huhu)",,no,ph,no,,,"Rating Total: 25; No Stars: 0 reviews; *: 0 reviews; **: 0 reviews; ***: 0 reviews; ****: 25 reviews;  With Context: 19;  With Image: 3;  With Media: 3;  Local Review: 25; ",https://shopee.vn/shop/1040718700,https://shopee.ph/p-i.728816559.22886546644,,
14,,0ejpt_vbee,"2023-12-28 03:27:46",5,5,5,5,"2nd time buying this cuz its really effective in improving your digestive system 🫶",,no,ph,no,,,"Rating Total: 25; No Stars: 0 reviews; *: 0 reviews; **: 0 reviews; ***: 0 reviews; ****: 25 reviews;  With Context: 19;  With Image: 3;  With Media: 3;  Local Review: 25; ",https://shopee.vn/shop/1040670687,https://shopee.ph/p-i.728816559.22886546644,,
15,,celestinek_,"2023-12-28 03:29:00",5,5,5,5,"Mabilis na paghahatid. Unang beses na sumubok. Mukhang gumagana nang maayos.",,no,ph,no,,,"Rating Total: 25; No Stars: 0 reviews; *: 0 reviews; **: 0 reviews; ***: 0 reviews; ****: 25 reviews;  With Context: 19;  With Image: 3;  With Media: 3;  Local Review: 25; ",https://shopee.vn/shop/1040729566,https://shopee.ph/p-i.728816559.22886546644,,
16,,prudence1977,"2024-01-04 07:49:24",5,5,5,5,"Very fast delivery! Same day ship out after checking out. Gustong gusto ito ng anak ko. Sana mahiyang sya since first time lang namin try itong brand. After nya sa meds nung nagkasakit sya di na namin mapainom ng syrup vitamins kasi akala nya gamot pa din.",,no,ph,no,,,"Rating Total: 25; No Stars: 0 reviews; *: 0 reviews; **: 0 reviews; ***: 0 reviews; ****: 25 reviews;  With Context: 19;  With Image: 3;  With Media: 3;  Local Review: 25; ",https://shopee.vn/shop/1040808582,https://shopee.ph/p-i.728816559.22886546644,,
17,,melxxaaa1122,"2024-01-04 08:10:44",5,5,5,5,"This is my second time buying from this shop, and as usual fast delivery. days after placing the order, dumating na agad siya 😃 Happy customer here :)",,no,ph,no,,,"Rating Total: 25; No Stars: 0 reviews; *: 0 reviews; **: 0 reviews; ***: 0 reviews; ****: 25 reviews;  With Context: 19;  With Image: 3;  With Media: 3;  Local Review: 25; ",https://shopee.vn/shop/1040745869,https://shopee.ph/p-i.728816559.22886546644,,
18,,bbngtn,"2024-01-05 00:16:09",5,5,5,5,,,no,ph,no,,,"Rating Total: 25; No Stars: 0 reviews; *: 0 reviews; **: 0 reviews; ***: 0 reviews; ****: 25 reviews;  With Context: 19;  With Image: 3;  With Media: 3;  Local Review: 25; ",https://shopee.vn/shop/65647203,https://shopee.ph/p-i.728816559.22886546644,,
19,,rcyie4t4rs,"2024-01-09 09:21:19",5,5,5,5,"Suitability:The product arrived safe and secured it was wrapped well. Used for 2 days already but I haven't seen any difference yet
Performance:The product arrived safe and secured it was wrapped well. Used for 2 days already but I haven't seen any difference yet

The product arrived safe and secured it was wrapped well. Used for 2 days already but I haven't seen any difference yet",,no,ph,no,,,"Rating Total: 25; No Stars: 0 reviews; *: 0 reviews; **: 0 reviews; ***: 0 reviews; ****: 25 reviews;  With Context: 19;  With Image: 3;  With Media: 3;  Local Review: 25; ",https://shopee.vn/shop/1040821504,https://shopee.ph/p-i.728816559.22886546644,,
20,,n8am69kl5j,"2024-01-09 09:42:14",5,5,5,5,"It's worth to wait. My daughter really likes it. Hindi na nkapag hintay binuksan kaagad at kinain. Thanks. Super happy.",,no,ph,no,,,"Rating Total: 25; No Stars: 0 reviews; *: 0 reviews; **: 0 reviews; ***: 0 reviews; ****: 25 reviews;  With Context: 19;  With Image: 3;  With Media: 3;  Local Review: 25; ",https://shopee.vn/shop/1040684806,https://shopee.ph/p-i.728816559.22886546644,,
21,,rizzac.garcia,"2024-01-10 05:47:24",5,5,5,5,,,no,ph,no,,,"Rating Total: 25; No Stars: 0 reviews; *: 0 reviews; **: 0 reviews; ***: 0 reviews; ****: 25 reviews;  With Context: 19;  With Image: 3;  With Media: 3;  Local Review: 25; ",https://shopee.vn/shop/64218117,https://shopee.ph/p-i.728816559.22886546644,,
22,,odie621,"2024-01-18 17:08:45",5,5,5,5,,,no,ph,no,,,"Rating Total: 25; No Stars: 0 reviews; *: 0 reviews; **: 0 reviews; ***: 0 reviews; ****: 25 reviews;  With Context: 19;  With Image: 3;  With Media: 3;  Local Review: 25; ",https://shopee.vn/shop/307518760,https://shopee.ph/p-i.728816559.22886546644,,
23,,odie621,"2024-01-21 07:01:45",5,5,5,5,,,no,ph,no,,,"Rating Total: 25; No Stars: 0 reviews; *: 0 reviews; **: 0 reviews; ***: 0 reviews; ****: 25 reviews;  With Context: 19;  With Image: 3;  With Media: 3;  Local Review: 25; ",https://shopee.vn/shop/307518760,https://shopee.ph/p-i.728816559.22886546644,,
24,,dancar5252,"2024-01-22 02:02:32",5,5,5,5,"Excellent products",,no,ph,no,,,"Rating Total: 25; No Stars: 0 reviews; *: 0 reviews; **: 0 reviews; ***: 0 reviews; ****: 25 reviews;  With Context: 19;  With Image: 3;  With Media: 3;  Local Review: 25; ",https://shopee.vn/shop/159247825,https://shopee.ph/p-i.728816559.22886546644,,
25,,odie621,"2024-01-26 00:45:44",5,5,5,5,,,no,ph,no,,,"Rating Total: 25; No Stars: 0 reviews; *: 0 reviews; **: 0 reviews; ***: 0 reviews; ****: 25 reviews;  With Context: 19;  With Image: 3;  With Media: 3;  Local Review: 25; ",https://shopee.vn/shop/307518760,https://shopee.ph/p-i.728816559.22886546644,,
